Line Section,Equipment / Asset ID,Manufacturer Code Pillow Block,Manufacturer Pillow Block,Manufacturer Code Bearing,Manufacturer Bearing,Bearing Type,Lubricant Type,Grease Fitting Position,Bearing Volume,Pillow Block 1st Fill %,Pillow Block 1st Fill g,Lubrication Grease (g),Lubrication Period (weeks)
PROCESS SECTION,BRU - 001 - ENTRY ROLL - BRIDLE ROLL UNIT #2 - Driven Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,BRU - 002 - ENTRY ROLL - BRIDLE ROLL UNIT #2 - OPS Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,BRU - 003 - MIDDLE ROLL - BRIDLE ROLL UNIT #2 - Driven Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,BRU - 004 - MIDDLE ROLL - BRIDLE ROLL UNIT #2 - OPS Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,BRU - 005 - EXIT ROLL - BRIDLE ROLL UNIT #2 - Driven Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,BRU - 006 - EXIT ROLL - BRIDLE ROLL UNIT #2 - OPS Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,CDR - 007 - DEFLECTOR ROLL #3 - Driven Side,04693120-519,DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,830 cm3,40%,295 g,103 g,2
PROCESS SECTION,CDR - 008 - DEFLECTOR ROLL #3 - OPS Side,04693120-519,DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,830 cm3,40%,295 g,103 g,2
PROCESS SECTION,SKR - 009 - SINK ROLL #4 - Driven Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 010 - SINK ROLL #4 - OPS Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 011 - CONDUCTOR ROLL #5 - Driven Side,04693120-519-1,DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,830 cm3,40%,295 g,103 g,2
PROCESS SECTION,CDR - 012 - CONDUCTOR ROLL #5 - OPS Side,04693120-519,DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,830 cm3,40%,295 g,103 g,2
PROCESS SECTION,HDR - 013 - HOLD DOWN ROLL #5S - Driven Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 014 - HOLD DOWN ROLL #5S - OPS Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,SKR - 015 - SINK ROLL #6 - Driven Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 016 - SINK ROLL #6 - OPS Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 017 - CONDUCTOR ROLL #7 - Driven Side,04693120-519-1,DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,830 cm3,40%,295 g,103 g,2
PROCESS SECTION,CDR - 018 - CONDUCTOR ROLL #7 - OPS Side,04693120-519,DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,830 cm3,40%,295 g,103 g,2
PROCESS SECTION,HDR - 019 - HOLD DOWN ROLL # 7S - Driven Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 020 - HOLD DOWN ROLL # 7S - OPS Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,SKR - 021 - SINK ROLL #8 - Driven Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 022 - SINK ROLL #8 - OPS Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 023 - CONDUCTOR ROLL #9 - Driven Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,222 cm3,40%,79 g,44 g,3
PROCESS SECTION,CDR - 024 - CONDUCTOR ROLL #9 - OPS Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,222 cm3,40%,79 g,44 g,3
PROCESS SECTION,HDR - 025 - HOLD DOWN ROLL #9S - Driven Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 026 - HOLD DOWN ROLL #9S - OPS Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,SKR - 027 - SINK ROLL #10 - Driven Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 028 - SINK ROLL #10 - OPS Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 029 - DEFLECTOR  ROLL #11 - Driven Side,04693120-519-1,DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,830 cm3,40%,295 g,103 g,2
PROCESS SECTION,CDR - 030 - DEFLECTOR  ROLL #11 - OPS Side,04693120-519,DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,830 cm3,40%,295 g,103 g,2
PROCESS SECTION,HDR - 031 - HOLD DOWN ROLL #11S - Driven Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 032 - HOLD DOWN ROLL #11S - OPS Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,SKR - 033 - SINK ROLL #12 - Driven Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 034 - SINK ROLL #12 - OPS Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,DFR - 035 - DEFLECTOR  ROLL #13 - Driven Side,04693120-519,DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,830 cm3,40%,295 g,103 g,2
PROCESS SECTION,DFR - 036 - DEFLECTOR  ROLL #13 - OPS Side,04693120-519,DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,MOBILGEAR MS 320,Pillow Block - Sides,830 cm3,40%,295 g,103 g,2
PROCESS SECTION,HDR - 037 - HOLD DOWN ROLL #13S - Driven Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 038 - HOLD DOWN ROLL #13S - OPS Side,04693120-526-1,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,DFR - 039 - DEFLECTOR ROLL #14 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,2
PROCESS SECTION,DFR - 040 - DEFLECTOR ROLL #14 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,2
PROCESS SECTION,SKR - 041 - SINK ROLL #15 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,2
PROCESS SECTION,SKR - 042 - SINK ROLL #15 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,2
PROCESS SECTION,SKR - 043 - SINK ROLL #16 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,2
PROCESS SECTION,SKR - 044 - SINK ROLL #16 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,2
PROCESS SECTION,PIR - 045 - PINCH ROLL #17 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,2
PROCESS SECTION,PIR - 046 - PINCH ROLL #17 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,2
PROCESS SECTION,PIR - 047 - PINCH ROLL #17S - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,1
PROCESS SECTION,PIR - 048 - PINCH ROLL #17S - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,1
PROCESS SECTION,DFR - 049 - DEFLECTOR ROLL #18 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,2
PROCESS SECTION,DFR - 050 - DEFLECTOR ROLL #18 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,2
PROCESS SECTION,SKR - 051 - ROLL ASSY #19 - Driven Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 052 - ROLL ASSY #19 - OPS Side,04693220-514-1,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,WRA - 053 - WRINGER ROLL #20 - Driven Side,04693330-509-1,DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 054 - WRINGER ROLL #20 - OPS Side,04693330-509-1,DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 055 - WRINGER ROLL #20S - Driven Side,04693330-509-1,DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 056 - WRINGER ROLL #20S - OPS Side,04693330-509-1,DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 057 - WRINGER ROLL #21 - Driven Side,04693330-509-1,DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 058 - WRINGER ROLL #21 - OPS Side,04693330-509-1,DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 059 - WRINGER ROLL #21S - Driven Side,04693330-509-1,DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 060 - WRINGER ROLL #21S - OPS Side,04693330-509-1,DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,DFR - 061 - DEFLECTOR ROLL #22 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,20
PROCESS SECTION,DFR - 062 - DEFLECTOR ROLL #22 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,20
PROCESS SECTION,DFR - 063 - DEFLECTOR ROLL #22A - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,20
PROCESS SECTION,DFR - 064 - DEFLECTOR ROLL #22A - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,20
PROCESS SECTION,SKR -065 - SINK ROLL (R23) - Driven Side,04693220-514-21,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 066 - SINK ROLL (R23) - OPS Side,04693220-514-21,DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 067 - CONDUCTOR ROLL #24 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,CDR - 068 - CONDUCTOR ROLL #24 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,HDR - 069 - HOLD DOWN ROLL #24S - Driven Side,04696100-503,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 070 - HOLD DOWN ROLL #24S - OPS Side,04693300-504,DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,SKR - 071 - SINK ROLL #25 - Driven Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 072 - SINK ROLL #25 - OPS Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 073 - CONDUCTOR ROLL #26 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,CDR - 074 - CONDUCTOR ROLL #26 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,HDR - 075 - HOLD DOWN ROLL #26S - Driven Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 076 - HOLD DOWN ROLL #26S - OPS Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,SKR - 077 - SINK ROLL #27 - Driven Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 078 - SINK ROLL #27 - OPS Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 079 - CONDUCTOR ROLL #28 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,CDR - 080 - CONDUCTOR ROLL #28 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,HDR - 081 - HOLD DOWN ROLL #28S - Driven Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 082 - HOLD DOWN ROLL #28S - OPS Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,SKR - 083 - SINK ROLL #29 - Driven Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 084 - SINK ROLL #29 - OPS Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 085 - CONDUCTOR ROLL #30 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,CDR - 086 - CONDUCTOR ROLL #30 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,HDR - 087 - HOLD DOWN ROLL #30S - Driven Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 088 - HOLD DOWN ROLL #30S - OPS Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,SKR - 089 - SINK ROLL #31 - Driven Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 090 - SINK ROLL #31 - OPS Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 091 - CONDUCTOR ROLL #32 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,CDR - 092 - CONDUCTOR ROLL #32 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,HDR - 093 - HOLD DOWN ROLL #32S - Driven Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 094 - HOLD DOWN ROLL #32S - OPS Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,SKR - 095 - SINK ROLL #33 - Driven Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 096 - SINK ROLL #33 - OPS Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 097 - CONDUCTOR ROLL #34 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
