Line Section,Equipment / Asset ID,Manufacturer Code Pillow Block,Manufacturer Pillow Block,Manufacturer Code Bearing,Manufacturer Bearing,Bearing Type,Lubricant Type,Grease Fitting Position,Bearing Volume,Pillow Block 1st Fill %,Pillow Block 1st Fill g,Lubrication Grease (g),Lubrication Period (weeks)
PROCESS SECTION,CDR - 098 - CONDUCTOR ROLL #34 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,HDR - 099 - HOLD DOWN ROLL #34S - Driven Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 100 - HOLD DOWN ROLL #34S - OPS Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,SKR - 101 - SINK ROLL #35 - Driven Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 102 - SINK ROLL #35 - OPS Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 103 - CONDUCTOR ROLL #36 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,CDR - 104 - CONDUCTOR ROLL #36 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,0
PROCESS SECTION,HDR - 105 - HOLD DOWN ROLL #36S - Driven Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,HDR - 106 - HOLD DOWN ROLL #36S - OPS Side,04693300-504 (FA),DOFASCO,22316CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,222 cm3,40%,79 g,44 g,12
PROCESS SECTION,SKR - 107 - SINK ROLL #37 - Driven Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 108 - SINK ROLL #37 - OPS Side,04694100-510 (DD),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,WRA - 109 - WRINGER ROLL #38 - Driven Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 110 - WRINGER ROLL #38 - OPS Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 111 - WRINGER ROLL #38S - Driven Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 112 - WRINGER ROLL #38S - OPS Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 113 - WRINGER ROLL #39 - Driven Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 114 - WRINGER ROLL #39 - OPS Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 115 - WRINGER ROLL #39S - Driven Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 116 - WRINGER ROLL #39S - OPS Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,DFR - 117 - DEFLECTOR ROLL #40 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,20
PROCESS SECTION,DFR - 118 - DEFLECTOR ROLL #40 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,20
PROCESS SECTION,SKR - 119 - SINK ROLL #41 - Driven Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 120 - SINK ROLL #41 - OPS Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 121 - CONDUCTOR ROLL #42 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,CDR - 122 - CONDUCTOR ROLL #42 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,HDR - 123 - HOLD DOWN ROLL 42S - Driven Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,HDR - 124 - HOLD DOWN ROLL 42S - OPS Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,SKR - 125 - SINK ROLL #43 - Driven Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 126 - SINK ROLL #43 - OPS Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 127 - CONDUCTOR ROLL #44 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,CDR - 128 - CONDUCTOR ROLL #44 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,HDR - 129 - HOLD DOWN ROLL 44S - Driven Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,HDR - 130 - HOLD DOWN ROLL 44S - OPS Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,SKR - 131 - SINK ROLL #45 - Driven Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 132 - SINK ROLL #45 - OPS Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 133 - CONDUCTOR ROLL #46 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,CDR - 134 - CONDUCTOR ROLL #46 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,HDR - 135 - HOLD DOWN ROLL 46S - Driven Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,HDR - 136 - HOLD DOWN ROLL 46S - OPS Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,SKR - 137 - SINK ROLL #47 - Driven Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 138 - SINK ROLL #47 - OPS Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 139 - CONDUCTOR ROLL #48 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,CDR - 140 - CONDUCTOR ROLL #48 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,HDR - 141 - HOLD DOWN ROLL 48S - Driven Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,HDR - 142 - HOLD DOWN ROLL 48S - OPS Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,SKR - 143 - SINK ROLL #49 - Driven Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 144 - SINK ROLL #49 - OPS Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 145 - CONDUCTOR ROLL #50 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,CDR - 146 - CONDUCTOR ROLL #50 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,HDR - 147 - HOLD DOWN ROLL 50S - Driven Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,HDR - 148 - HOLD DOWN ROLL 50S - OPS Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,SKR - 149 - SINK ROLL #51 - Driven Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 150 - SINK ROLL #51 - OPS Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 151 - CONDUCTOR ROLL #52 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,CDR - 152 - CONDUCTOR ROLL #52 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,HDR - 153 - HOLD DOWN ROLL 52S - Driven Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,HDR - 154 - HOLD DOWN ROLL 52S - OPS Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,SKR - 155 - SINK ROLL #51A - Driven Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 156 - SINK ROLL #51A - OPS Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 157 - CONDUCTOR ROLL #52A - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,CDR - 158 - CONDUCTOR ROLL #52A - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,HDR - 159 - HOLD DOWN ROLL 52AS - Driven Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,HDR - 160 - HOLD DOWN ROLL 52AS - OPS Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,SKR - 161 - SINK ROLL #53 - Driven Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 162 - SINK ROLL #53 - OPS Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,CDR - 163 - CONDUCTOR ROLL #54 - Driven Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,CDR - 164 - CONDUCTOR ROLL #54 - OPS Side,04693120-519 (DG),DOFASCO,22232CCK-C3-W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,830 cm3,40%,295 g,103 g,1
PROCESS SECTION,HDR - 165 - HOLD DOWN ROLL 54S - Driven Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,HDR - 166 - HOLD DOWN ROLL 54S - OPS Side,04695130-037-1,DOFASCO,22208CC,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,20 cm3,40%,7 g,8 g,19
PROCESS SECTION,SKR - 167 - SINK ROLL #55 - Driven Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,SKR - 168 - SINK ROLL #55 - OPS Side,04693220-514 (AA),DOFASCO,22224CCKC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,341 cm3,40%,121 g,55 g,2
PROCESS SECTION,WRA - 169 - WRINGER ROLL #56 - Driven Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 170 - WRINGER ROLL #56 - OPS Side,04693330-509 (BA),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 171 - WRINGER ROLL #56S - Driven Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 172 - WRINGER ROLL #56S - OPS Side,04693330-509 (BA),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 173 - WRINGER ROLL #57 - Driven Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 174 - WRINGER ROLL #57 - OPS Side,04693330-509 (BA),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 175 - WRINGER ROLL #57S - Driven Side,04693330-509-1 (B),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,WRA - 176 - WRINGER ROLL #57S - OPS Side,04693330-509 (BA),DOFASCO,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,59 cm3,20%,11 g,7 g,1
PROCESS SECTION,DFR - 177 - DEFLECTOR ROLL #58 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,20
PROCESS SECTION,DFR - 178 - DEFLECTOR ROLL #58 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,20
PROCESS SECTION,CRO - 179 - STABILIZER ROLL M - Driven Side,P2B-SXR-111,DODGE,G1108KRR,FAF BEAR,Deep groove ball bearing,UNIREX EP2 GREASE,Pillow Block - Sides,125 cm3,40%,44 g,20 g,147
PROCESS SECTION,CRO - 180 - STABILIZER ROLL M - OPS Side,P2B-SXR-111,DODGE,G1108KRR,FAF BEAR,Deep groove ball bearing,UNIREX EP2 GREASE,Pillow Block - Sides,125 cm3,40%,44 g,20 g,147
PROCESS SECTION,TEN - 181 - ROLL (R59) - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,20
PROCESS SECTION,TEN - 182 - ROLL (R59) - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,20
PROCESS SECTION,BRU - 183 - ENTRY ROLL - ENTRY ROLL ASSY - Driven Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,BRU - 184 - ENTRY ROLL - ENTRY ROLL ASSY - OPS Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,BRU - 185 - MIDDLE ROLL - MIDDLE ROLL ASSY - Driven Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,BRU - 186 - MIDDLE ROLL - MIDDLE ROLL ASSY - OPS Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,BRU - 187 - EXIT ROLL - EXIT ROLL ASSY - Driven Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,BRU - 188 - EXIT ROLL - EXIT ROLL ASSY - OPS Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,36
PROCESS SECTION,CRO - 189 - STABILIZER ROLL N - MARKER UNIT - Driven Side,P2B-SXR-111,DODGE,G1108KRR,FAF BEAR,Deep groove ball bearing,UNIREX EP2 GREASE,Pillow Block - Sides,125 cm3,40%,44 g,20 g,15
PROCESS SECTION,CRO - 190 - STABILIZER ROLL N - MARKER UNIT - OPS Side,P2B-SXR-111,DODGE,G1108KRR,FAF BEAR,Deep groove ball bearing,UNIREX EP2 GREASE,Pillow Block - Sides,125 cm3,40%,44 g,20 g,15
PROCESS SECTION,SMR - 191 - PIC-UP ROLL #60A (RUBBER) - SINE MARKER UNIT - Driven Side,F-B22431H,LIN BELT,B22431HL,LIN BELT,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,163 cm3,20%,29 g,13 g,14
PROCESS SECTION,SMR - 192 - PIC-UP ROLL #60A (RUBBER) - SINE MARKER UNIT - OPS Side,F-B22431H,LIN BELT,B22431HL,LIN BELT,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,163 cm3,20%,29 g,13 g,14
PROCESS SECTION,SMR - 193 - TRANSFER ROLL #60B (STL) - SINE MARKER UNIT - Driven Side,F-B22431H,LIN BELT,B22431HL,LIN BELT,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,163 cm3,20%,29 g,13 g,14
PROCESS SECTION,SMR - 194 - TRANSFER ROLL #60B (STL) - SINE MARKER UNIT - OPS Side,F-B22431H,LIN BELT,B22431HL,LIN BELT,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Center,163 cm3,20%,29 g,13 g,14
