Line Section,Equipment / Asset ID,Manufacturer Code Pillow Block,Manufacturer Pillow Block,Manufacturer Code Bearing,Manufacturer Bearing,Bearing Type,Lubricant Type,Grease Fitting Position,Bearing Volume,Pillow Block 1st Fill %,Pillow Block 1st Fill g,Lubrication Grease (g),Lubrication Period (weeks)
ENTRY SECTION,PIR - 294 - ROLL E7 - OPS Side,n/a,n/a,UG332L,LIN BELT,Deep groove ball bearing,UNIREX EP2 GREASE,Pillow Block - Center,912 cm3,20%,162 g,30 g,15
ENTRY SECTION,PIR - 295 - ROLL E8 - WELDER PINCH ROLL - Driven Side,n/a,n/a,UG332L,LIN BELT,Deep groove ball bearing,UNIREX EP2 GREASE,Pillow Block - Center,912 cm3,20%,162 g,30 g,15
ENTRY SECTION,PIR - 296 - ROLL E8 - WELDER PINCH ROLL - OPS Side,n/a,n/a,UG332L,LIN BELT,Deep groove ball bearing,UNIREX EP2 GREASE,Pillow Block - Center,912 cm3,20%,162 g,30 g,15
ENTRY SECTION,PIR - 297 - ROLL E9 - Driven Side,n/a,n/a,UG332L,LIN BELT,Deep groove ball bearing,UNIREX EP2 GREASE,Pillow Block - Center,912 cm3,20%,162 g,30 g,15
ENTRY SECTION,PIR - 298 - ROLL E9 - OPS Side,n/a,n/a,UG332L,LIN BELT,Deep groove ball bearing,UNIREX EP2 GREASE,Pillow Block - Center,912 cm3,20%,162 g,30 g,15
ENTRY SECTION,DFR - 299 - ROLL E10 - WELDER PINCH ROLL - Driven Side,04691220-501,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,10
ENTRY SECTION,DFR - 300 - ROLL E10 - WELDER PINCH ROLL - OPS Side,04691220-501,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,10
ENTRY SECTION,DFR - 301 - ROLL E11  - DEFLECTOR ROLL - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
ENTRY SECTION,DFR - 302 - ROLL E11  - DEFLECTOR ROLL - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
ENTRY SECTION,"DFR - 303 - NO 1 (ST1) 10"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 304 - NO 1 (ST1) 10"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,STR - 305 - ROLL ASSEMBLY ST02 - Driven Side,FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,STR - 306 - ROLL ASSEMBLY ST02 - OPS Side,FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 307 - NO 2 (ST3) 10"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 308 - NO 2 (ST3) 10"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 309 - NO 3 (ST4) 10"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 310 - NO 3 (ST4) 10"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 311 - ""Z"" WRAP (ST 05) DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 312 - ""Z"" WRAP (ST 05) DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 313 - ""Z"" WRAP (ST 06) DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 314 - ""Z"" WRAP (ST 06) DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 315 - NO 4 (ST7) 10"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 316 - NO 4 (ST7) 10"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,STR - 317 - ENTRY ROLL ASSEMBLY ST08 - Driven Side,FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,STR - 318 - ENTRY ROLL ASSEMBLY ST08 - OPS Side,FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,STR - 319 - MIDDLE ROLL ASSEMBLY ST09 - Driven Side,FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,STR - 320 - MIDDLE ROLL ASSEMBLY ST09 - OPS Side,FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,STR - 321 - EXIT ROLL ASSEMBLY ST10 - Driven Side,FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,STR - 322 - EXIT ROLL ASSEMBLY ST10 - OPS Side,FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 323 - NO 5 (ST11) 8"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 324 - NO 5 (ST11) 8"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,BMR - 325 - BURR MASHER BACKUP ROLL ST12 - Driven Side,FSAFS-22216,FAG BEARIN,22216CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,74 cm3,40%,26 g,21 g,8
ENTRY SECTION,BMR - 326 - BURR MASHER BACKUP ROLL ST12 - OPS Side,FSAFS-22216,FAG BEARIN,22216CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,74 cm3,40%,26 g,21 g,8
ENTRY SECTION,DFR - 329 - DEFLECTOR ROLL ST14 - Driven Side,FSAFS-22216,FAG BEARIN,22216CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,74 cm3,40%,26 g,21 g,11
ENTRY SECTION,DFR - 330 - DEFLECTOR ROLL ST14 - OPS Side,FSAFS-22216,FAG BEARIN,22216CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,74 cm3,40%,26 g,21 g,11
ENTRY SECTION,DFR - 331 - DEFLECTOR ROLL ST15 - Driven Side,FSAFS-22216,FAG BEARIN,22216CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,74 cm3,40%,26 g,21 g,11
ENTRY SECTION,DFR - 332 - DEFLECTOR ROLL ST15 - OPS Side,FSAFS-22216,FAG BEARIN,22216CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,74 cm3,40%,26 g,21 g,11
ENTRY SECTION,TEN - 333 - TENSIOMETER ROLL ST16 INCL LOAD CELLS - Driven Side,FSAFS-22216,FAG BEARIN,22216CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,74 cm3,40%,26 g,21 g,11
ENTRY SECTION,TEN - 334 - TENSIOMETER ROLL ST16 INCL LOAD CELLS - OPS Side,FSAFS-22216,FAG BEARIN,22216CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,74 cm3,40%,26 g,21 g,11
ENTRY SECTION,BRU - 335 - SOUTH ROLL ASSY - BRIDLE UNIT #1A - Driven Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,32
ENTRY SECTION,BRU - 335OP - SOUTH ROLL ASSY - BRIDLE UNIT #1A - OPS Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,32
ENTRY SECTION,BRU - 336 - NORTH ROLL ASSY - BRIDLE UNIT #1A - Driven Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,32
ENTRY SECTION,BRU - 336OP - NORTH ROLL ASSY - BRIDLE UNIT #1A - OPS Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,32
ENTRY SECTION,"DFR - 337 - NO 6 (ST17) 8"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,9
ENTRY SECTION,"DFR - 338 - NO 6 (ST17) 8"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,9
ENTRY SECTION,"DFR - 339 - NO 7 (ST 18) 8"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,9
ENTRY SECTION,"DFR - 340 - NO 7 (ST 18) 8"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,9
ENTRY SECTION,"DFR - 341 - NO 8 (ST19) 8"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,9
ENTRY SECTION,"DFR - 342 - NO 8 (ST19) 8"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,9
ENTRY SECTION,"DFR - 343 - NO 9 (ST20) 8"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215 FXCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,9
ENTRY SECTION,"DFR - 344 - NO 9 (ST20) 8"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,9
ENTRY SECTION,"DFR - 345 - NO 10 (ST21) 10"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - Driven Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,"DFR - 346 - NO 10 (ST21) 10"" DEFLECTOR ROLL - ENTRY TRIMMER SECTION - OPS Side",FSAFS-22215-FLCL,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
ENTRY SECTION,TEN - 347 - ROLL ASSEMBLY - RE12 - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,TEN - 348 - ROLL ASSEMBLY - RE12 - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 349 - ROLL ASSY E14 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 350 - ROLL ASSY E14 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 351 - ROLL ASSY E16 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 352 - ROLL ASSY E16 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 353 - ROLL ASSY E18 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 354 - ROLL ASSY E18 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 355 - ROLL ASSY E20 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 356 - ROLL ASSY E20 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 357 - ROLL ASSY E22 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 358 - ROLL ASSY E22 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 359 - ROLL ASSY E24 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 360 - ROLL ASSY E24 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 361 - ROLL ASSY E26 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 362 - ROLL ASSY E26 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 363 - ROLL ASSY E28 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 364 - ROLL ASSY E28 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 365 - ROLL ASSY EL30 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 366 - ROLL ASSY EL30 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 367 - ROLL ASSY EL32 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 368 - ROLL ASSY EL32 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 369 - ROLL ASSY EL34 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 370 - ROLL ASSY EL34 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 371 - ROLL ASSY EL36 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 372 - ROLL ASSY EL36 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 373 - ROLL ASSY EL38 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 374 - ROLL ASSY EL38 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 375 - ROLL ASSY E13 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 376 - ROLL ASSY E13 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 377 - ROLL ASSY E15 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 378 - ROLL ASSY E15 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 379 - ROLL ASSY E17 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 380 - ROLL ASSY E17 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 381 - ROLL ASSY E19 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 382 - ROLL ASSY E19 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 383 - ROLL ASSY E21 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 384 - ROLL ASSY E21 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 385 - ROLL ASSY E23 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
