Line Section,Equipment / Asset ID,Manufacturer Code Pillow Block,Manufacturer Pillow Block,Manufacturer Code Bearing,Manufacturer Bearing,Bearing Type,Lubricant Type,Grease Fitting Position,Bearing Volume,Pillow Block 1st Fill %,Pillow Block 1st Fill g,Lubrication Grease (g),Lubrication Period (weeks)
ENTRY SECTION,LOP - 386 - ROLL ASSY E23 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 387 - ROLL ASSY E25 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 388 - ROLL ASSY E25 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 389 - ROLL ASSY E27 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 390 - ROLL ASSY E27 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
ENTRY SECTION,LOP - 391 - ROLL ASSY EL29 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 392 - ROLL ASSY EL29 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 393 - ROLL ASSY EL31 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 394 - ROLL ASSY EL31 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 395 - ROLL ASSY EL33 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 396 - ROLL ASSY EL33 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 397 - ROLL ASSY EL35 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 398 - ROLL ASSY EL35 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 399 - ROLL ASSY EL37 - CARRIAGE ASSY - ENTRY LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,LOP - 400 - ROLL ASSY EL37 - CARRIAGE ASSY - ENTRY LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,STR - 401 - ENTRY ROLL ASSEMBLY E37 - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,STR - 402 - ENTRY ROLL ASSEMBLY E37 - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,STR - 403 - EXIT ROLL ASSEMBLY E38 - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,STR - 404 - EXIT ROLL ASSEMBLY E38 - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,12
ENTRY SECTION,GRR - 405 - ROLL E39 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,11
ENTRY SECTION,GRR - 406 - ROLL E39 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,11
EXIT SECTION,LOP - 407 - ROLL D1 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 408 - ROLL D1 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 409 - ROLL D3 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 410 - ROLL D3 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 411 - ROLL D5 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 412 - ROLL D5 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 413 - ROLL D7 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 414 - ROLL D7 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 415 - ROLL D11 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 416 - ROLL D11 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 417 - ROLL D13 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 418 - ROLL D13 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 419 - ROLL D15 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 420 - ROLL D15 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 421 - ROLL D2 - CARRIAGE ASSY - EXIT LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 422 - ROLL D2 - CARRIAGE ASSY - EXIT LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 423 - ROLL D4 - CARRIAGE ASSY - EXIT LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 424 - ROLL D4 - CARRIAGE ASSY - EXIT LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 425 - ROLL D6 - CARRIAGE ASSY - EXIT LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 426 - ROLL D6 - CARRIAGE ASSY - EXIT LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 427 - ROLL D8 - CARRIAGE ASSY - EXIT LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 428 - ROLL D8 - CARRIAGE ASSY - EXIT LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 429 - ROLL D10 - CARRIAGE ASSY - EXIT LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 430 - ROLL D10 - CARRIAGE ASSY - EXIT LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 431 - ROLL D12 - CARRIAGE ASSY - EXIT LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 432 - ROLL D12 - CARRIAGE ASSY - EXIT LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 433 - ROLL D14 - CARRIAGE ASSY - EXIT LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 434 - ROLL D14 - CARRIAGE ASSY - EXIT LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 435 - ROLL D15 - UPPER LOOPER - Driven Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,LOP - 436 - ROLL D15 - UPPER LOOPER - OPS Side,SAFS-215,TORRINGTON,22215CC/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,16
EXIT SECTION,BRU - 437 - ENTRY ROLL - BRIDLE #5 - Driven Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,32
EXIT SECTION,BRU - 438 - ENTRY ROLL - BRIDLE #5 - OPS Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,32
EXIT SECTION,BRU - 439 - MIDDLE ROLL - BRIDLE #5 - Driven Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,32
EXIT SECTION,BRU - 440 - MIDDLE ROLL - BRIDLE #5 - OPS Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,32
EXIT SECTION,BRU - 441 - EXIT ROLL - BRIDLE #5 - Driven Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,32
EXIT SECTION,BRU - 442 - EXIT ROLL - BRIDLE #5 - OPS Side,FSAFS-220,TORRINGTON,22220EJW33,TIMKEN,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,177 cm3,40%,63 g,37 g,32
EXIT SECTION,STR - 443 - ENTRY ROLL ASSEMBLY D16 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,STR - 444 - ENTRY ROLL ASSEMBLY D16 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,STR - 445 - ROLL - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,STR - 446 - ROLL - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,TEN - 447 - ROLL #D18 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,TEN - 448 - ROLL #D18 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,PHD - 449 - PIN HOLE DETECTOR - ANTI FLUTTER ROLL D19 - Driven Side,``,DODGE,P2B‑SXR‑111,DODGE,Eccentric Collar Ball Bearings,UNIREX EP2 GREASE,Pillow Block - Sides,117 cm3,40%,28 g,15 g,8
EXIT SECTION,PHD - 450 - PIN HOLE DETECTOR - ANTI FLUTTER ROLL D19 - OPS Side,P2B-SXR-111,DODGE,P2B‑SXR‑111,DODGE,Eccentric Collar Ball Bearings,UNIREX EP2 GREASE,Pillow Block - Sides,117 cm3,40%,28 g,15 g,8
EXIT SECTION,PHD - 451 - PIN HOLE DETECTOR - ANTI FLUTTER ROLL D19A - Driven Side,P2B-SXR-111,DODGE,P2B‑SXR‑111,DODGE,Eccentric Collar Ball Bearings,UNIREX EP2 GREASE,Pillow Block - Sides,117 cm3,40%,28 g,15 g,8
EXIT SECTION,PHD - 452 - PIN HOLE DETECTOR - ANTI FLUTTER ROLL D19A - OPS Side,P2B-SXR-111,DODGE,P2B‑SXR‑111,DODGE,Eccentric Collar Ball Bearings,UNIREX EP2 GREASE,Pillow Block - Sides,117 cm3,40%,28 g,15 g,8
EXIT SECTION,PHD - 453 - PIN HOLE DETECTOR - ANTI FLUTTER ROLL D20 - Driven Side,P2B-SXR-111,DODGE,P2B‑SXR‑111,DODGE,Eccentric Collar Ball Bearings,UNIREX EP2 GREASE,Pillow Block - Sides,117 cm3,40%,28 g,15 g,8
EXIT SECTION,PHD - 454 - PIN HOLE DETECTOR - ANTI FLUTTER ROLL D20 - OPS Side,P2B-SXR-111,DODGE,P2B‑SXR‑111,DODGE,Eccentric Collar Ball Bearings,UNIREX EP2 GREASE,Pillow Block - Sides,117 cm3,40%,28 g,15 g,8
EXIT SECTION,PHD - 455 - PIN HOLE DETECTOR - ANTI FLUTTER ROLL D20A - Driven Side,P2B-SXR-111,DODGE,P2B‑SXR‑111,DODGE,Eccentric Collar Ball Bearings,UNIREX EP2 GREASE,Pillow Block - Sides,117 cm3,40%,28 g,15 g,8
EXIT SECTION,PHD - 456 - PIN HOLE DETECTOR - ANTI FLUTTER ROLL D20A - OPS Side,P2B-SXR-111,DODGE,P2B‑SXR‑111,DODGE,Eccentric Collar Ball Bearings,UNIREX EP2 GREASE,Pillow Block - Sides,117 cm3,40%,28 g,15 g,8
EXIT SECTION,DFR - 457 - ROLL D21 - DEFLECTOR ROLL D21 - Driven Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,DFR - 458 - ROLL D21 - DEFLECTOR ROLL D21 - OPS Side,FSAFS-317,SKF,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,PIR - 459 - ROLL D22 - BOTTOM PINCH ROLL ASSY (LOWER ROLL) - Driven Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,PIR - 460 - ROLL D22 - BOTTOM PINCH ROLL ASSY (LOWER ROLL) - OPS Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,PIR - 461 - ROLL D23 - TOP PINCH ROLL ASSY (UPPER ROLL) - Driven Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,PIR - 462 - ROLL D23 - TOP PINCH ROLL ASSY (UPPER ROLL) - OPS Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,18
EXIT SECTION,SSR - 463 - ROLL D24 - DOUBLE CUT SNIP SHEAR - Driven Side,SAF-510,SKF,22210EKJW33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,24 cm3,40%,12 g,9 g,7
EXIT SECTION,SSR - 464 - ROLL D24 - DOUBLE CUT SNIP SHEAR - OPS Side,SAF-510,SKF,22210EKJW33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,24 cm3,40%,12 g,9 g,7
EXIT SECTION,DFR - 465 - ROLL ASSY D25 - DEFLECTOR ROLLS - Driven Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,10
EXIT SECTION,DFR - 466 - ROLL ASSY D25 - DEFLECTOR ROLLS - OPS Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,10
EXIT SECTION,DFR - 467 - ROLL D26 - DEFLECTOR ROLLS - Driven Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,4
EXIT SECTION,DFR - 468 - ROLL D26 - DEFLECTOR ROLLS - OPS Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,4
EXIT SECTION,DFR - 469 - ROLL D27 - DEFLECTOR ROLLS - Driven Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,10
EXIT SECTION,DFR - 470 - ROLL D27 - DEFLECTOR ROLLS - OPS Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,10
EXIT SECTION,DFR - 471 - ROLL D28 - DEFLECTOR ROLLS - Driven Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,4
EXIT SECTION,DFR - 472 - ROLL D28 - DEFLECTOR ROLLS - OPS Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,4
EXIT SECTION,ECR - 473 - ROLL D29 - EXIT CONV ASSY - Driven Side,SAF-22515,SKF,FSAFS-22215 FXCL,TORRINGTON,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
EXIT SECTION,ECR - 474 - ROLL D29 - EXIT CONV ASSY - OPS Side,SAF-22515,SKF,FSAFS-22215-FLCL,TORRINGTON,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
EXIT SECTION,ECR - 475 - ROLL D30 - EXIT CONV ASSY - Driven Side,SAF-22515,SKF,FSAFS-22215 FXCL,TORRINGTON,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
EXIT SECTION,ECR - 476 - ROLL D30 - EXIT CONV ASSY - OPS Side,SAF-22515,SKF,FSAFS-22215-FLCL,TORRINGTON,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,59 cm3,40%,21 g,18 g,11
EXIT SECTION,DFR - 477 - ROLL D31 - DEFLECTOR ROLLS - Driven Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,10
EXIT SECTION,DFR - 478 - ROLL D31 - DEFLECTOR ROLLS - OPS Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,10
EXIT SECTION,DFR - 479 - ROLL D32 - DEFLECTOR ROLLS - Driven Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,4
EXIT SECTION,DFR - 480 - ROLL D32 - DEFLECTOR ROLLS - OPS Side,04691220-501 - ITEM AA,DOFASCO,22317CCC3/W33,SKF,Spherical Roller Bearing,UNIREX EP2 GREASE,Pillow Block - Sides,250 cm3,40%,89 g,48 g,4
